Pf_geneID	Po_geneID
PF3D7_1029500	PocGH01_06022500
PF3D7_1029600	PocGH01_06022600
PF3D7_1029700	PocGH01_06022700
PF3D7_1029800	PocGH01_06022800
PF3D7_1029900	PocGH01_06022900
PF3D7_1030000	PocGH01_06023000
PF3D7_1030100	PocGH01_06023100
PF3D7_1030200	PocGH01_06023200
PF3D7_1030400	PocGH01_06023400
PF3D7_1030500	PocGH01_06023500
PF3D7_1030600	PocGH01_06023600
PF3D7_1030700	PocGH01_06023800
PF3D7_1030800	PocGH01_06023900
PF3D7_1031000	PocGH01_09054100
PF3D7_1031100	PocGH01_06024200
PF3D7_1031200	PocGH01_06024300
PF3D7_1031400	PocGH01_06024500
PF3D7_1031600	PocGH01_06024700
PF3D7_1031700	PocGH01_06024800
PF3D7_1031800	PocGH01_06024900
PF3D7_1031900	PocGH01_06025000
PF3D7_1032000	PocGH01_06025100
PF3D7_1032100	PocGH01_06025200
PF3D7_1032200	PocGH01_06025300
PF3D7_1032300	PocGH01_06025400
PF3D7_1032400	PocGH01_06025500
PF3D7_1032500	PocGH01_06025600
PF3D7_1032600	PocGH01_06025700
PF3D7_1032800	PocGH01_06025900
PF3D7_1032900	PocGH01_06026000
PF3D7_1033000	PocGH01_06026100
PF3D7_1033100	PocGH01_06026200
PF3D7_1033300	PocGH01_06026300
PF3D7_1033500	PocGH01_06026500
PF3D7_1033600	PocGH01_06026600
PF3D7_1033700	PocGH01_06026700
PF3D7_1033800	PocGH01_06026800
PF3D7_1033900	PocGH01_06026900
PF3D7_1034000	PocGH01_06027000
PF3D7_1034100	PocGH01_06027100
PF3D7_1034200	PocGH01_06027200
PF3D7_1034300	PocGH01_06027300
PF3D7_1034400	PocGH01_06027400
PF3D7_1034500	PocGH01_06027500
PF3D7_1034600	PocGH01_06027600
PF3D7_1034700	PocGH01_12063900
PF3D7_1034800	PocGH01_06027800
PF3D7_1034900	PocGH01_08012900
PF3D7_1035000	PocGH01_06028000
PF3D7_1035200	PocGH01_11052500
PF3D7_1036400	PocGH01_09044500
PF3D7_1036600	PocGH01_06028800
PF3D7_1036700	PocGH01_08014500
PF3D7_1036800	PocGH01_06029000
PF3D7_1037000	PocGH01_06029200
PF3D7_1037100	PocGH01_06029300
PF3D7_1037200	PocGH01_06029400
PF3D7_1037300	PocGH01_06029500
PF3D7_1037400	PocGH01_06029600
PF3D7_1037500	PocGH01_06029700
PF3D7_1037600	PocGH01_06029800
PF3D7_1037700	PocGH01_06029900
PF3D7_1037800	PocGH01_06030000
PF3D7_1037900	PocGH01_06030100
PF3D7_1038000	PocGH01_06030200
PF3D7_1038100	PocGH01_06030300
PF3D7_1038200	PocGH01_06030400
PF3D7_1038300	PocGH01_06030500
PF3D7_1038800	PocGH01_01021700
PF3D7_1101700	PocGH01_00095000
PF3D7_1102400	PocGH01_03019800
PF3D7_1102600	PocGH01_00151400
PF3D7_1102900	PocGH01_00018900
PF3D7_1103100	PocGH01_00102600
PF3D7_1103400	PocGH01_09010200
PF3D7_1103500	PocGH01_09010300
PF3D7_1103600	PocGH01_09010400
PF3D7_1103700	PocGH01_09010500
PF3D7_1103800	PocGH01_09010600
PF3D7_1103900	PocGH01_09010700
PF3D7_1104000	PocGH01_09010800
PF3D7_1104100	PocGH01_09010900
PF3D7_1104200	PocGH01_09011000
PF3D7_1104300	PocGH01_09011100
PF3D7_1104400	PocGH01_09011200
PF3D7_1104500	PocGH01_09011300
PF3D7_1104600	PocGH01_09011400
PF3D7_1104700	PocGH01_09011500
PF3D7_1104800	PocGH01_09011600
PF3D7_1104900	PocGH01_09011700
PF3D7_1105100	PocGH01_09011800
PF3D7_1105200	PocGH01_09011900
PF3D7_1105300	PocGH01_09012000
PF3D7_1105400	PocGH01_09012100
PF3D7_1105500	PocGH01_09012200
PF3D7_1105600	PocGH01_09012300
PF3D7_1105700	PocGH01_09012400
PF3D7_1105800	PocGH01_09012500
PF3D7_1105900	PocGH01_09012600
PF3D7_1106000	PocGH01_09012700
PF3D7_1106100	PocGH01_09012800
PF3D7_1106200	PocGH01_09012900
PF3D7_1106300	PocGH01_09013000
PF3D7_1106400	PocGH01_09013100
PF3D7_1106500	PocGH01_09013200
PF3D7_1106600	PocGH01_09013300
PF3D7_1106700	PocGH01_09013400
PF3D7_1106900	PocGH01_09013600
PF3D7_1107000	PocGH01_09013700
PF3D7_1107100	PocGH01_09033100
PF3D7_1107200	PocGH01_09013900
PF3D7_1107400	PocGH01_09014100
PF3D7_1107500	PocGH01_09014200
PF3D7_1107600	PocGH01_09014300
PF3D7_1107700	PocGH01_09014400
PF3D7_1107900	PocGH01_09014600
PF3D7_1108000	PocGH01_09014700
PF3D7_1108200	PocGH01_09014900
PF3D7_1108300	PocGH01_09015000
PF3D7_1108400	PocGH01_09015100
PF3D7_1108500	PocGH01_09015200
PF3D7_1108600	PocGH01_09015300
PF3D7_1108700	PocGH01_09015400
PF3D7_1108800	PocGH01_09015500
PF3D7_1108900	PocGH01_09015600
PF3D7_1109200	PocGH01_09015800
PF3D7_1109400	PocGH01_09016100
PF3D7_1109900	PocGH01_09016200
PF3D7_1110000	PocGH01_09016300
PF3D7_1110100	PocGH01_09016400
PF3D7_1110200	PocGH01_09016500
PF3D7_1110300	PocGH01_09016600
PF3D7_1110400	PocGH01_09016700
PF3D7_1110500	PocGH01_09016800
PF3D7_1110600	PocGH01_09016900
PF3D7_1110700	PocGH01_09017000
PF3D7_1110800	PocGH01_09017100
PF3D7_1110900	PocGH01_09017200
PF3D7_1111000	PocGH01_09017300
PF3D7_1111100	PocGH01_09017400
PF3D7_1111200	PocGH01_09017500
PF3D7_1111300	PocGH01_09017600
PF3D7_1111400	PocGH01_09017700
PF3D7_1111500	PocGH01_09017800
PF3D7_1111600	PocGH01_09017900
PF3D7_1111700	PocGH01_09018000
PF3D7_1111800	PocGH01_09018100
PF3D7_1111900	PocGH01_09018200
PF3D7_1112000	PocGH01_09018300
PF3D7_1112100	PocGH01_09018400
PF3D7_1112200	PocGH01_09018500
PF3D7_1112300	PocGH01_09018600
PF3D7_1112400	PocGH01_05013100
PF3D7_1112500	PocGH01_09018800
PF3D7_1112600	PocGH01_09018900
PF3D7_1112700	PocGH01_09019000
PF3D7_1112800	PocGH01_09019100
PF3D7_1112900	PocGH01_09019200
PF3D7_1113000	PocGH01_09019300
PF3D7_1113100	PocGH01_09019400
PF3D7_1113200	PocGH01_09019500
PF3D7_1113300	PocGH01_09019600
PF3D7_1113400	PocGH01_09038400
PF3D7_1113500	PocGH01_09019800
PF3D7_1113600	PocGH01_09019900
PF3D7_1113700	PocGH01_09020000
PF3D7_1113800	PocGH01_09020100
PF3D7_1113900	PocGH01_09020200
PF3D7_1114100	PocGH01_09020400
PF3D7_1114200	PocGH01_09020500
PF3D7_1114400	PocGH01_09020600
PF3D7_1114500	PocGH01_09020700
PF3D7_1114700	PocGH01_09020900
PF3D7_1114900	PocGH01_09021100
PF3D7_1115000	PocGH01_09021200
PF3D7_1115100	PocGH01_09021300
PF3D7_1115200	PocGH01_09021400
PF3D7_1115300	PocGH01_09021500
PF3D7_1115400	PocGH01_09021600
PF3D7_1115500	PocGH01_09021800
PF3D7_1115600	PocGH01_09021900
PF3D7_1115700	PocGH01_09021700
PF3D7_1115900	PocGH01_10013200
PF3D7_1116000	PocGH01_09022200
PF3D7_1116100	PocGH01_09022300
PF3D7_1116200	PocGH01_09022400
PF3D7_1116300	PocGH01_09022500
PF3D7_1116400	PocGH01_09022600
PF3D7_1116500	PocGH01_05012300
PF3D7_1116600	PocGH01_09022800
PF3D7_1116800	PocGH01_05024300
PF3D7_1116900	PocGH01_09023100
PF3D7_1117000	PocGH01_09023200
PF3D7_1117100	PocGH01_09023300
PF3D7_1117200	PocGH01_09023400
PF3D7_1117300	PocGH01_09023500
PF3D7_1117400	PocGH01_09023600
PF3D7_1117500	PocGH01_09023700
PF3D7_1117600	PocGH01_09023800
PF3D7_1117700	PocGH01_09023900
PF3D7_1117800	PocGH01_09024000
PF3D7_1118000	PocGH01_09024200
PF3D7_1118100	PocGH01_09024300
PF3D7_1118200	PocGH01_09024400
PF3D7_1118300	PocGH01_09024500
PF3D7_1118400	PocGH01_09024600
PF3D7_1118500	PocGH01_09024700
PF3D7_1118600	PocGH01_09024800
PF3D7_1118700	PocGH01_09024900
PF3D7_1118800	PocGH01_09025000
PF3D7_1118900	PocGH01_09025100
PF3D7_1119000	PocGH01_09025200
PF3D7_1119100	PocGH01_09025300
PF3D7_1119200	PocGH01_09025400
PF3D7_1119300	PocGH01_09025500
PF3D7_1119400	PocGH01_09025600
PF3D7_1119500	PocGH01_09025700
PF3D7_1119800	PocGH01_09026000
PF3D7_1119900	PocGH01_09026100
PF3D7_1120000	PocGH01_09026200
PF3D7_1120100	PocGH01_09026300
PF3D7_1120200	PocGH01_09026400
PF3D7_1120300	PocGH01_09026500
PF3D7_1120400	PocGH01_03011200
PF3D7_1120500	PocGH01_09026700
PF3D7_1120800	PocGH01_09027000
PF3D7_1120900	PocGH01_09027100
PF3D7_1121000	PocGH01_09027200
PF3D7_1121100	PocGH01_09027300
PF3D7_1121200	PocGH01_09027400
PF3D7_1121300	PocGH01_09027500
PF3D7_1121400	PocGH01_09027600
PF3D7_1121500	PocGH01_09027700
PF3D7_1121600	PocGH01_09027800
PF3D7_1121700	PocGH01_09027900
PF3D7_1121800	PocGH01_09028000
PF3D7_1121900	PocGH01_09028100
PF3D7_1122000	PocGH01_09028200
PF3D7_1122100	PocGH01_09028300
PF3D7_1122200	PocGH01_09028400
PF3D7_1122300	PocGH01_09028500
PF3D7_1122400	PocGH01_09028600
PF3D7_1122600	PocGH01_09028800
PF3D7_1122700	PocGH01_09028900
PF3D7_1122800	PocGH01_09029000
PF3D7_1122900	PocGH01_00167000
PF3D7_1123100	PocGH01_09029300
PF3D7_1123200	PocGH01_09029400
PF3D7_1123300	PocGH01_09029500
PF3D7_1123400	PocGH01_09029600
PF3D7_1123600	PocGH01_09029800
PF3D7_1123700	PocGH01_09029900
PF3D7_1123800	PocGH01_09030000
PF3D7_1123900	PocGH01_09030100
PF3D7_1124000	PocGH01_09030200
PF3D7_1124100	PocGH01_09030300
PF3D7_1124200	PocGH01_09030400
PF3D7_1124300	PocGH01_09030500
PF3D7_1124400	PocGH01_09030600
PF3D7_1124500	PocGH01_09030700
PF3D7_1124600	PocGH01_09030800
PF3D7_1124700	PocGH01_09030900
PF3D7_1124800	PocGH01_09031000
PF3D7_1124900	PocGH01_09031200
PF3D7_1125000	PocGH01_09031300
PF3D7_1125100	PocGH01_09031400
PF3D7_1125200	PocGH01_09031500
PF3D7_1125300	PocGH01_09031600
PF3D7_1125400	PocGH01_09031700
PF3D7_1125500	PocGH01_09031800
PF3D7_1125600	PocGH01_09031900
PF3D7_1125700	PocGH01_09032000
PF3D7_1125800	PocGH01_09032100
PF3D7_1125900	PocGH01_09032200
PF3D7_1126000	PocGH01_09032300
PF3D7_1126100	PocGH01_09032400
PF3D7_1126200	PocGH01_09032500
PF3D7_1126400	PocGH01_09032700
PF3D7_1126500	PocGH01_09032800
PF3D7_1126700	PocGH01_09033000
PF3D7_1126900	PocGH01_09033200
PF3D7_1127000	PocGH01_09033300
PF3D7_1127100	PocGH01_09033400
PF3D7_1127200	PocGH01_09033500
PF3D7_1127300	PocGH01_09033600
PF3D7_1127400	PocGH01_09033700
PF3D7_1127500	PocGH01_09033800
PF3D7_1127600	PocGH01_09033900
PF3D7_1127900	PocGH01_09034200
PF3D7_1128000	PocGH01_09034300
PF3D7_1128100	PocGH01_09034500
PF3D7_1128200	PocGH01_09034600
PF3D7_1128400	PocGH01_09034800
PF3D7_1128500	PocGH01_07018300
PF3D7_1128600	PocGH01_09035000
PF3D7_1128700	PocGH01_09035100
PF3D7_1128900	PocGH01_09035200
PF3D7_1129000	PocGH01_09035300
PF3D7_1129100	PocGH01_09035400
PF3D7_1129200	PocGH01_09035500
PF3D7_1129300	PocGH01_09035600
PF3D7_1129500	PocGH01_09035800
PF3D7_1129600	PocGH01_09035900
PF3D7_1129700	PocGH01_09036000
PF3D7_1129800	PocGH01_09036100
PF3D7_1129900	PocGH01_09036200
PF3D7_1130000	PocGH01_09036300
PF3D7_1130100	PocGH01_09036400
PF3D7_1130200	PocGH01_09036500
PF3D7_1130400	PocGH01_09036800
PF3D7_1130500	PocGH01_09036900
PF3D7_1130600	PocGH01_09037000
PF3D7_1130700	PocGH01_09037100
PF3D7_1130800	PocGH01_09037200
PF3D7_1130900	PocGH01_09037300
PF3D7_1131100	PocGH01_09037500
PF3D7_1131200	PocGH01_09037600
PF3D7_1131300	PocGH01_09037700
PF3D7_1131400	PocGH01_09037800
PF3D7_1131500	PocGH01_09037900
PF3D7_1131700	PocGH01_09038100
PF3D7_1131800	PocGH01_09038200
PF3D7_1131900	PocGH01_09038300
PF3D7_1132000	PocGH01_09019700
PF3D7_1132200	PocGH01_09038600
PF3D7_1132300	PocGH01_09038700
PF3D7_1132500	PocGH01_09038900
PF3D7_1132600	PocGH01_09039000
PF3D7_1132700	PocGH01_09039100
PF3D7_1132800	PocGH01_09039200
PF3D7_1132900	PocGH01_09039300
PF3D7_1133000	PocGH01_09039400
PF3D7_1133100	PocGH01_09039500
PF3D7_1133200	PocGH01_09039600
PF3D7_1133300	PocGH01_09039700
PF3D7_1133400	PocGH01_09039800
PF3D7_1133500	PocGH01_09039900
PF3D7_1133600	PocGH01_09040000
PF3D7_1133700	PocGH01_09040100
PF3D7_1133800	PocGH01_09040200
PF3D7_1133900	PocGH01_09040300
PF3D7_1134000	PocGH01_09040400
PF3D7_1134100	PocGH01_09040500
PF3D7_1134200	PocGH01_09040600
PF3D7_1134400	PocGH01_09040800
PF3D7_1134500	PocGH01_09040900
PF3D7_1134700	PocGH01_09041100
PF3D7_1134800	PocGH01_09041200
PF3D7_1134900	PocGH01_09041300
PF3D7_1135000	PocGH01_09041400
PF3D7_1135100	PocGH01_09041500
PF3D7_1135300	PocGH01_09041700
PF3D7_1135400	PocGH01_09041800
PF3D7_1135500	PocGH01_09042000
PF3D7_1135600	PocGH01_09042100
PF3D7_1135700	PocGH01_09042200
PF3D7_1135800	PocGH01_09042300
PF3D7_1135900	PocGH01_09042400
PF3D7_1136100	PocGH01_09042600
PF3D7_1136300	PocGH01_09042800
PF3D7_1136400	PocGH01_09042900
PF3D7_1136500	PocGH01_09043000
PF3D7_1136700	PocGH01_09043200
PF3D7_1136800	PocGH01_09043300
PF3D7_1136900	PocGH01_09043400
PF3D7_1137100	PocGH01_09043500
PF3D7_1137200	PocGH01_09043600
PF3D7_1137300	PocGH01_09043800
PF3D7_1137400	PocGH01_09043900
PF3D7_1137500	PocGH01_09044000
PF3D7_1137700	PocGH01_09044200
PF3D7_1137800	PocGH01_09044300
PF3D7_1137900	PocGH01_09044400
PF3D7_1138100	PocGH01_09044600
PF3D7_1138200	PocGH01_09044700
PF3D7_1138300	PocGH01_09044800
PF3D7_1138350	PocGH01_09044850
PF3D7_1138400	PocGH01_09044900
PF3D7_1138500	PocGH01_09045000
PF3D7_1138600	PocGH01_09045100
PF3D7_1138800	PocGH01_09045300
PF3D7_1139200	PocGH01_09045500
PF3D7_1139500	PocGH01_09045700
PF3D7_1139700	PocGH01_09045900
PF3D7_1139800	PocGH01_09046000
PF3D7_1139900	PocGH01_09046100
PF3D7_1140100	PocGH01_09046300
PF3D7_1140300	PocGH01_09046500
PF3D7_1140400	PocGH01_09046600
PF3D7_1140500	PocGH01_09046700
PF3D7_1140800	PocGH01_09047000
PF3D7_1140900	PocGH01_09047100
PF3D7_1141100	PocGH01_14058900
PF3D7_1141200	PocGH01_09047400
PF3D7_1141300	PocGH01_09047500
PF3D7_1141400	PocGH01_09047600
PF3D7_1141500	PocGH01_09047700
PF3D7_1141600	PocGH01_09047800
PF3D7_1141700	PocGH01_09047900
PF3D7_1141800	PocGH01_10021900
PF3D7_1141900	PocGH01_08043900
PF3D7_1142200	PocGH01_09048400
PF3D7_1142300	PocGH01_09048500
PF3D7_1142400	PocGH01_09048600
PF3D7_1142500	PocGH01_09048700
PF3D7_1142600	PocGH01_09048800
PF3D7_1142700	PocGH01_09048900
PF3D7_1142800	PocGH01_09049000
PF3D7_1142900	PocGH01_09049100
PF3D7_1143000	PocGH01_09049200
PF3D7_1143200	PocGH01_00238700
PF3D7_1143300	PocGH01_09049400
PF3D7_1143400	PocGH01_09049500
PF3D7_1143500	PocGH01_09049600
PF3D7_1143600	PocGH01_09049700
PF3D7_1143700	PocGH01_09049800
PF3D7_1143800	PocGH01_13043500
PF3D7_1143900	PocGH01_09050000
PF3D7_1144000	PocGH01_09050100
PF3D7_1144100	PocGH01_09050200
PF3D7_1144300	PocGH01_09050400
PF3D7_1144400	PocGH01_07027400
PF3D7_1144500	PocGH01_09050600
PF3D7_1144600	PocGH01_09050700
PF3D7_1144700	PocGH01_09050800
PF3D7_1144900	PocGH01_09051000
PF3D7_1145000	PocGH01_09051100
PF3D7_1145100	PocGH01_09051200
PF3D7_1145200	PocGH01_09051300
PF3D7_1145300	PocGH01_09051400
PF3D7_1145400	PocGH01_09051500
PF3D7_1145500	PocGH01_09051600
PF3D7_1145600	PocGH01_09051700
PF3D7_1145700	PocGH01_09051800
PF3D7_1145800	PocGH01_09051900
PF3D7_1146000	PocGH01_09052100
PF3D7_1146100	PocGH01_09052200
PF3D7_1146200	PocGH01_09052300
PF3D7_1146500	PocGH01_09052500
PF3D7_1146600	PocGH01_09052600
PF3D7_1146700	PocGH01_09052700
PF3D7_1146900	PocGH01_09052900
PF3D7_1147100	PocGH01_09020300
PF3D7_1147200	PocGH01_09053200
PF3D7_1147300	PocGH01_09053300
PF3D7_1147400	PocGH01_09053400
PF3D7_1147500	PocGH01_09053500
PF3D7_1147600	PocGH01_09053600
PF3D7_1147700	PocGH01_09053700
PF3D7_1147800	PocGH01_09053800
PF3D7_1147900	PocGH01_09053900
PF3D7_1148000	PocGH01_09054000
PF3D7_1148700	PocGH01_00039300
PF3D7_1149600	PocGH01_10018300
PF3D7_1149700	PocGH01_00131300
PF3D7_1200700	PocGH01_00041800
PF3D7_1200800	PocGH01_01022500
PF3D7_1201000	PocGH01_00173400
PF3D7_1201300	PocGH01_13011500
PF3D7_1201500	PocGH01_13011700
PF3D7_1201600	PocGH01_13011800
PF3D7_1201700	PocGH01_13011900
PF3D7_1201800	PocGH01_13012000
PF3D7_1201900	PocGH01_13012100
PF3D7_1202000	PocGH01_13012200
PF3D7_1202100	PocGH01_13012300
PF3D7_1202200	PocGH01_13012400
PF3D7_1202300	PocGH01_13012500
PF3D7_1202400	PocGH01_13012600
PF3D7_1202500	PocGH01_13012700
PF3D7_1202600	PocGH01_13012800
PF3D7_1202700	PocGH01_13012900
PF3D7_1202800	PocGH01_13013000
PF3D7_1202900	PocGH01_13013100
PF3D7_1203000	PocGH01_13013200
PF3D7_1203100	PocGH01_13013300
PF3D7_1203200	PocGH01_13013400
PF3D7_1203300	PocGH01_13013500
PF3D7_1203400	PocGH01_13013600
PF3D7_1203500	PocGH01_13013700
PF3D7_1203600	PocGH01_13013800
PF3D7_1203700	PocGH01_13013900
PF3D7_1204000	PocGH01_13014000
PF3D7_1204200	PocGH01_13014200
PF3D7_1204300	PocGH01_13014300
PF3D7_1204400	PocGH01_13014400
PF3D7_1204500	PocGH01_13014500
PF3D7_1204600	PocGH01_13014600
PF3D7_1204700	PocGH01_13014700
PF3D7_1205000	PocGH01_13014900
PF3D7_1205100	PocGH01_13015000
PF3D7_1205200	PocGH01_13015100
PF3D7_1205300	PocGH01_13015200
PF3D7_1205400	PocGH01_13015300
PF3D7_1205500	PocGH01_13015400
PF3D7_1205600	PocGH01_13015500
PF3D7_1205700	PocGH01_13015600
PF3D7_1205900	PocGH01_13015800
PF3D7_1206000	PocGH01_13015900
PF3D7_1206100	PocGH01_13016000
PF3D7_1206200	PocGH01_13016100
PF3D7_1206400	PocGH01_13016300
PF3D7_1206500	PocGH01_13016400
PF3D7_1206600	PocGH01_API004300
PF3D7_1206700	PocGH01_13016600
PF3D7_1206800	PocGH01_13016700
PF3D7_1206900	PocGH01_13016800
PF3D7_1207300	PocGH01_13017200
PF3D7_1207400	PocGH01_13017300
PF3D7_1207500	PocGH01_13017400
PF3D7_1207600	PocGH01_13017500
PF3D7_1207700	PocGH01_13017600
PF3D7_1207900	PocGH01_13017800
PF3D7_1208000	PocGH01_13017900
PF3D7_1208100	PocGH01_13018000
PF3D7_1208200	PocGH01_13018100
PF3D7_1208300	PocGH01_13018200
PF3D7_1208500	PocGH01_13018400
PF3D7_1208600	PocGH01_13018500
PF3D7_1208700	PocGH01_13018600
PF3D7_1208900	PocGH01_08017800
PF3D7_1209000	PocGH01_13018900
PF3D7_1209200	PocGH01_13019100
PF3D7_1209400	PocGH01_13019300
PF3D7_1209500	PocGH01_13019400
PF3D7_1209600	PocGH01_13019500
PF3D7_1209700	PocGH01_13019600
PF3D7_1209800	PocGH01_13019700
PF3D7_1209900	PocGH01_10018700
PF3D7_1210000	PocGH01_13019900
PF3D7_1210100	PocGH01_13020100
PF3D7_1210300	PocGH01_13020300
PF3D7_1210400	PocGH01_13020500
PF3D7_1210500	PocGH01_13020600
PF3D7_1210600	PocGH01_13020700
PF3D7_1210700	PocGH01_13020800
PF3D7_1210900	PocGH01_13020900
PF3D7_1211100	PocGH01_14012500
PF3D7_1211200	PocGH01_13021200
PF3D7_1211300	PocGH01_13021300
PF3D7_1211400	PocGH01_13021400
PF3D7_1211500	PocGH01_13021500
PF3D7_1211600	PocGH01_13021600
PF3D7_1211700	PocGH01_13021700
PF3D7_1211800	PocGH01_13021800
PF3D7_1211900	PocGH01_13021900
PF3D7_1212000	PocGH01_13022000
PF3D7_1212100	PocGH01_13022100
PF3D7_1212200	PocGH01_14038400
PF3D7_1212300	PocGH01_14038500
PF3D7_1212400	PocGH01_14038600
PF3D7_1212500	PocGH01_14038700
PF3D7_1212600	PocGH01_14038800
PF3D7_1212700	PocGH01_14038900
PF3D7_1212800	PocGH01_14039000
PF3D7_1213200	PocGH01_14039300
PF3D7_1213300	PocGH01_14039400
PF3D7_1213400	PocGH01_14039500
PF3D7_1213500	PocGH01_14039600
PF3D7_1213600	PocGH01_14039700
PF3D7_1213700	PocGH01_14039800
PF3D7_1213800	PocGH01_14039900
PF3D7_1213900	PocGH01_14040000
PF3D7_1214000	PocGH01_14040100
PF3D7_1214100	PocGH01_14040200
PF3D7_1214200	PocGH01_14040300
PF3D7_1214300	PocGH01_14040400
PF3D7_1214400	PocGH01_14040500
PF3D7_1214500	PocGH01_14040600
PF3D7_1214600	PocGH01_14040700
PF3D7_1214700	PocGH01_14040800
PF3D7_1214800	PocGH01_14040900
PF3D7_1214900	PocGH01_14041000
PF3D7_1215000	PocGH01_14041100
PF3D7_1215100	PocGH01_14041200
PF3D7_1215200	PocGH01_14041300
PF3D7_1215300	PocGH01_14041400
PF3D7_1215500	PocGH01_14041600
PF3D7_1215600	PocGH01_14041700
PF3D7_1215800	PocGH01_14041900
PF3D7_1215900	PocGH01_14042000
PF3D7_1216000	PocGH01_14042100
PF3D7_1216100	PocGH01_14042200
PF3D7_1216200	PocGH01_09021000
PF3D7_1216300	PocGH01_14042400
PF3D7_1216400	PocGH01_14042500
PF3D7_1216500	PocGH01_14042600
PF3D7_1216600	PocGH01_14042700
PF3D7_1216700	PocGH01_14042800
PF3D7_1216900	PocGH01_14043000
PF3D7_1217000	PocGH01_14043100
PF3D7_1217100	PocGH01_06020600
PF3D7_1217200	PocGH01_14043300
PF3D7_1217300	PocGH01_14043400
PF3D7_1217400	PocGH01_14043500
PF3D7_1217500	PocGH01_14043600
PF3D7_1217600	PocGH01_14043700
PF3D7_1217800	PocGH01_14043900
PF3D7_1217900	PocGH01_14044000
PF3D7_1218000	PocGH01_14044200
PF3D7_1218100	PocGH01_14044100
PF3D7_1218200	PocGH01_14044400
PF3D7_1218300	PocGH01_14044500
PF3D7_1218400	PocGH01_14044600
PF3D7_1218500	PocGH01_14044700
PF3D7_1218600	PocGH01_14044800
PF3D7_1218800	PocGH01_14045000
PF3D7_1218900	PocGH01_14045100
PF3D7_1219000	PocGH01_14045200
PF3D7_1219100	PocGH01_14045300
PF3D7_1219600	PocGH01_14045400
PF3D7_1219700	PocGH01_14045500
PF3D7_1219800	PocGH01_14045600
PF3D7_1219900	PocGH01_14045700
PF3D7_1220000	PocGH01_14045800
PF3D7_1220100	PocGH01_14045900
PF3D7_1220300	PocGH01_14046100
PF3D7_1220400	PocGH01_14046200
PF3D7_1220500	PocGH01_14046300
PF3D7_1220600	PocGH01_14046400
PF3D7_1220700	PocGH01_14046500
PF3D7_1220900	PocGH01_14046600
PF3D7_1221000	PocGH01_14046700
PF3D7_1221100	PocGH01_14046800
PF3D7_1221200	PocGH01_14046900
PF3D7_1221300	PocGH01_14047000
PF3D7_1221400	PocGH01_14047100
PF3D7_1221500	PocGH01_14047200
PF3D7_1221600	PocGH01_14047300
PF3D7_1221700	PocGH01_14047400
PF3D7_1221800	PocGH01_14047500
PF3D7_1222000	PocGH01_14047700
PF3D7_1222100	PocGH01_14047800
PF3D7_1222300	PocGH01_14048000
PF3D7_1222500	PocGH01_14048200
PF3D7_1222700	PocGH01_14048400
PF3D7_1222800	PocGH01_14048500
PF3D7_1222900	PocGH01_14048600
PF3D7_1223000	PocGH01_14048700
PF3D7_1223100	PocGH01_14048800
PF3D7_1223200	PocGH01_14048900
PF3D7_1223300	PocGH01_14049000
PF3D7_1223400	PocGH01_14049100
PF3D7_1223500	PocGH01_14049200
PF3D7_1223700	PocGH01_14049400
PF3D7_1223800	PocGH01_14049500
PF3D7_1223900	PocGH01_14049600
PF3D7_1224000	PocGH01_14049700
PF3D7_1224100	PocGH01_14049800
PF3D7_1224200	PocGH01_14049900
PF3D7_1224300	PocGH01_14050000
PF3D7_1224400	PocGH01_14050100
PF3D7_1224500	PocGH01_14050200
PF3D7_1224600	PocGH01_14050300
PF3D7_1224800	PocGH01_14050500
PF3D7_1224900	PocGH01_14050600
PF3D7_1225000	PocGH01_14050700
PF3D7_1225100	PocGH01_14050800
PF3D7_1225300	PocGH01_14051000
PF3D7_1225400	PocGH01_14051100
PF3D7_1225500	PocGH01_14051200
PF3D7_1225600	PocGH01_14051300
PF3D7_1225700	PocGH01_14051400
PF3D7_1225800	PocGH01_14051500
PF3D7_1225900	PocGH01_14051600
PF3D7_1226000	PocGH01_14051700
PF3D7_1226200	PocGH01_14051900
PF3D7_1226300	PocGH01_14051800
PF3D7_1226400	PocGH01_14052100
PF3D7_1226500	PocGH01_04012000
PF3D7_1226600	PocGH01_14052300
PF3D7_1226700	PocGH01_14052400
PF3D7_1226800	PocGH01_14052500
PF3D7_1226900	PocGH01_14052600
PF3D7_1227000	PocGH01_14052700
PF3D7_1227100	PocGH01_14052800
PF3D7_1227200	PocGH01_14052900
PF3D7_1227300	PocGH01_14053000
PF3D7_1227700	PocGH01_14053400
PF3D7_1227800	PocGH01_14053500
PF3D7_1227900	PocGH01_14054200
PF3D7_1228000	PocGH01_14053700
PF3D7_1228100	PocGH01_14053800
PF3D7_1228200	PocGH01_14053900
PF3D7_1228300	PocGH01_14054000
PF3D7_1228400	PocGH01_14054100
PF3D7_1228500	PocGH01_14053600
PF3D7_1228700	PocGH01_14054400
PF3D7_1228800	PocGH01_14054500
PF3D7_1228900	PocGH01_14054600
PF3D7_1229000	PocGH01_14054700
PF3D7_1229100	PocGH01_02010200
PF3D7_1229400	PocGH01_14055000
PF3D7_1229500	PocGH01_08028200
PF3D7_1229600	PocGH01_14055200
PF3D7_1229700	PocGH01_14055300
PF3D7_1229800	PocGH01_14055500
PF3D7_1229900	PocGH01_14055600
PF3D7_1230000	PocGH01_14055700
